order_id,order_number,customer_id,sales_rep_id,order_date_id,shipping_date_id,region_id,order_status,payment_terms,currency_code,gross_total,discount_total,net_total,created_at
219,ORD1219,329,4,20230602,20230615,1,Shipped,Net 30,GBP,3374.26,382.17,2992.09,2023-06-02 14:08:53
220,ORD1220,78,1,20251101,20251108,2,Cancelled,Due on Receipt,USD,1928.68,308.92,1619.76,2025-11-01 18:59:39
221,ORD1221,9,1,20230125,20230125,4,Cancelled,Net 30,EUR,2694.15,137.37,2556.78,2023-01-25 12:01:32
222,ORD1222,471,7,20240508,20240511,2,Cancelled,Net 30,USD,3136.93,126.21,3010.72,2024-05-08 13:17:50
223,ORD1223,492,26,20240513,20240524,4,Pending,Net 30,USD,1206.70,342.02,864.68,2024-05-13 09:41:54
224,ORD1224,195,25,20230425,20230505,4,Delivered,Due on Receipt,EUR,146.31,25.08,121.23,2023-04-25 15:54:27
225,ORD1225,459,34,20240415,20240418,1,Pending,Net 30,GBP,4516.24,346.14,4170.10,2024-04-15 17:30:17
226,ORD1226,474,18,20240103,20240117,1,Cancelled,Net 30,USD,4267.10,7.83,4259.27,2024-01-03 11:37:09
227,ORD1227,84,37,20250307,20250317,2,Pending,Due on Receipt,GBP,4492.98,165.86,4327.12,2025-03-07 10:50:44
228,ORD1228,499,23,20230720,20230726,1,Cancelled,Net 60,EUR,1237.51,38.01,1199.50,2023-07-20 17:49:39
229,ORD1229,325,18,20251001,20251004,4,Cancelled,Net 30,GBP,1843.47,470.57,1372.90,2025-10-01 14:11:43
230,ORD1230,152,16,20230618,20230622,1,Cancelled,Net 60,USD,855.68,355.84,499.84,2023-06-18 18:09:47
231,ORD1231,55,6,20240923,20240930,1,Cancelled,Net 60,GBP,1863.60,134.88,1728.72,2024-09-23 10:05:11
232,ORD1232,285,33,20230731,20230731,4,Delivered,Net 60,EUR,539.13,277.11,262.02,2023-07-31 17:38:50
233,ORD1233,150,27,20230623,20230704,4,Shipped,Due on Receipt,USD,4515.57,452.60,4062.97,2023-06-23 11:36:33
234,ORD1234,87,9,20240908,20240912,3,Delivered,Net 60,EUR,2516.31,31.63,2484.68,2024-09-08 14:17:26
235,ORD1235,185,17,20251012,20251021,2,Cancelled,Net 60,GBP,3121.68,228.93,2892.75,2025-10-12 10:19:00
236,ORD1236,195,22,20241116,20241122,4,Delivered,Due on Receipt,GBP,4095.83,429.75,3666.08,2024-11-16 17:08:19
237,ORD1237,103,31,20231230,20240105,3,Shipped,Net 60,USD,4846.75,145.72,4701.03,2023-12-30 18:31:36
238,ORD1238,144,26,20230822,20230905,3,Pending,Due on Receipt,USD,2862.87,296.11,2566.76,2023-08-22 16:11:43
239,ORD1239,483,46,20250616,20250628,2,Shipped,Due on Receipt,USD,1527.52,346.42,1181.10,2025-06-16 14:43:31
240,ORD1240,124,17,20250516,20250528,2,Cancelled,Due on Receipt,GBP,1947.26,224.53,1722.73,2025-05-16 17:30:37
241,ORD1241,473,45,20230317,20230329,4,Pending,Net 30,EUR,4845.30,350.82,4494.48,2023-03-17 16:38:40
242,ORD1242,337,43,20231207,20231217,3,Cancelled,Net 60,USD,3102.12,281.61,2820.51,2023-12-07 18:43:41
243,ORD1243,55,1,20240613,20240616,1,Shipped,Net 60,USD,2602.31,259.40,2342.91,2024-06-13 17:44:36
244,ORD1244,201,30,20241207,20241207,2,Shipped,Net 60,USD,2465.58,147.72,2317.86,2024-12-07 09:07:53
245,ORD1245,176,30,20251203,20251210,2,Delivered,Net 30,GBP,1806.67,48.81,1757.86,2025-12-03 15:20:04
246,ORD1246,59,2,20230812,20230822,3,Shipped,Net 60,GBP,4020.25,464.96,3555.29,2023-08-12 11:33:11
247,ORD1247,219,30,20250409,20250419,2,Shipped,Net 60,GBP,1003.81,320.24,683.57,2025-04-09 14:25:01
248,ORD1248,220,25,20240315,20240318,1,Shipped,Net 60,USD,1463.89,351.88,1112.01,2024-03-15 09:36:06
249,ORD1249,101,30,20240621,20240701,1,Cancelled,Due on Receipt,USD,4326.92,263.86,4063.06,2024-06-21 18:20:38
250,ORD1250,301,8,20241221,20250103,3,Delivered,Due on Receipt,GBP,2343.52,86.26,2257.26,2024-12-21 18:45:51
251,ORD1251,44,44,20241003,20241004,2,Cancelled,Net 60,GBP,1269.01,58.47,1210.54,2024-10-03 13:44:09
252,ORD1252,71,37,20250516,20250518,4,Shipped,Net 60,USD,2484.68,268.69,2215.99,2025-05-16 18:59:11
253,ORD1253,72,12,20250712,20250721,3,Shipped,Net 60,GBP,362.70,130.22,232.48,2025-07-12 08:31:08
254,ORD1254,259,42,20250417,20250427,4,Pending,Due on Receipt,EUR,2509.46,355.07,2154.39,2025-04-17 15:31:10
255,ORD1255,408,49,20240821,20240821,2,Cancelled,Due on Receipt,GBP,1446.78,268.80,1177.98,2024-08-21 10:49:29
256,ORD1256,58,37,20240702,20240714,1,Pending,Due on Receipt,USD,2761.22,495.45,2265.77,2024-07-02 16:52:48
257,ORD1257,280,14,20230729,20230809,4,Cancelled,Net 60,USD,4167.35,375.67,3791.68,2023-07-29 12:55:02
258,ORD1258,442,6,20230829,20230910,4,Cancelled,Net 30,GBP,4078.26,104.94,3973.32,2023-08-29 17:44:22
259,ORD1259,72,14,20230502,20230511,2,Delivered,Net 60,GBP,1819.00,140.54,1678.46,2023-05-02 16:10:20
260,ORD1260,137,33,20231005,20231017,1,Shipped,Due on Receipt,EUR,3949.89,459.38,3490.51,2023-10-05 12:55:41
261,ORD1261,128,10,20240521,20240602,3,Delivered,Due on Receipt,USD,4233.42,196.35,4037.07,2024-05-21 10:36:40
262,ORD1262,193,29,20230710,20230716,1,Delivered,Due on Receipt,EUR,2626.51,139.11,2487.40,2023-07-10 13:29:31
263,ORD1263,445,50,20250727,20250806,1,Cancelled,Net 30,USD,3354.30,179.11,3175.19,2025-07-27 09:50:34
264,ORD1264,423,14,20240703,20240708,4,Cancelled,Net 60,GBP,4158.88,168.88,3990.00,2024-07-03 17:08:36
265,ORD1265,391,4,20230723,20230802,1,Shipped,Net 60,USD,3941.06,229.79,3711.27,2023-07-23 09:59:54
266,ORD1266,1,28,20230928,20231012,2,Delivered,Net 60,EUR,3284.99,79.49,3205.50,2023-09-28 12:05:41
267,ORD1267,191,43,20230417,20230423,2,Pending,Due on Receipt,EUR,3165.46,362.99,2802.47,2023-04-17 11:27:41
268,ORD1268,1,14,20230609,20230611,4,Delivered,Net 30,USD,3009.03,259.72,2749.31,2023-06-09 15:00:00
269,ORD1269,356,9,20230526,20230529,4,Delivered,Net 60,EUR,1977.04,365.38,1611.66,2023-05-26 09:06:20
270,ORD1270,196,50,20231020,20231021,2,Delivered,Due on Receipt,EUR,2699.49,4.24,2695.25,2023-10-20 18:10:28
271,ORD1271,322,48,20250423,20250502,2,Shipped,Net 30,GBP,3464.17,429.98,3034.19,2025-04-23 09:57:06
272,ORD1272,374,25,20250529,20250603,3,Delivered,Due on Receipt,EUR,3976.28,123.89,3852.39,2025-05-29 18:05:15
273,ORD1273,435,43,20240225,20240304,3,Pending,Net 30,USD,3073.94,94.32,2979.62,2024-02-25 14:18:41
274,ORD1274,198,8,20251020,20251030,2,Delivered,Net 30,USD,3010.26,264.14,2746.12,2025-10-20 08:23:59
275,ORD1275,441,37,20250118,20250126,4,Pending,Net 30,USD,3446.42,381.36,3065.06,2025-01-18 09:01:37
276,ORD1276,111,3,20250326,20250403,1,Cancelled,Net 30,GBP,1503.79,356.31,1147.48,2025-03-26 14:27:44
277,ORD1277,275,35,20240722,20240723,2,Delivered,Net 60,GBP,1618.54,255.65,1362.89,2024-07-22 11:51:09
278,ORD1278,325,49,20240927,20241008,1,Pending,Net 60,EUR,2243.68,476.71,1766.97,2024-09-27 11:03:15
279,ORD1279,233,40,20240925,20241005,1,Shipped,Due on Receipt,EUR,3734.30,370.33,3363.97,2024-09-25 09:00:45
280,ORD1280,84,32,20251207,20251215,3,Delivered,Due on Receipt,EUR,3936.64,360.38,3576.26,2025-12-07 10:23:08
281,ORD1281,395,2,20250529,20250602,3,Cancelled,Net 60,GBP,2666.89,131.47,2535.42,2025-05-29 17:40:04
282,ORD1282,185,4,20231208,20231213,4,Pending,Net 30,GBP,870.82,386.66,484.16,2023-12-08 17:43:46
283,ORD1283,261,1,20230126,20230129,1,Pending,Due on Receipt,GBP,325.31,118.41,206.90,2023-01-26 10:11:59
284,ORD1284,380,42,20240404,20240409,4,Pending,Due on Receipt,USD,1316.49,457.93,858.56,2024-04-04 13:17:52
285,ORD1285,62,33,20240103,20240106,1,Cancelled,Net 60,USD,4041.26,490.71,3550.55,2024-01-03 14:04:56
286,ORD1286,168,6,20230117,20230122,4,Shipped,Net 60,USD,1083.29,281.90,801.39,2023-01-17 12:47:39
287,ORD1287,303,32,20240517,20240519,2,Pending,Net 60,EUR,131.25,53.82,77.43,2024-05-17 11:34:22
288,ORD1288,389,43,20240921,20240922,4,Shipped,Due on Receipt,USD,1105.45,491.56,613.89,2024-09-21 14:31:03
289,ORD1289,48,3,20251130,20251206,2,Shipped,Due on Receipt,USD,3534.15,186.25,3347.90,2025-11-30 09:37:06
290,ORD1290,39,38,20250609,20250619,1,Cancelled,Due on Receipt,GBP,4824.67,118.39,4706.28,2025-06-09 12:54:20
291,ORD1291,168,21,20240710,20240713,4,Pending,Net 30,USD,465.97,94.46,371.51,2024-07-10 17:06:09
292,ORD1292,239,21,20230905,20230913,4,Delivered,Net 30,EUR,1855.61,385.17,1470.44,2023-09-05 15:19:29
293,ORD1293,81,44,20230324,20230327,3,Delivered,Net 60,GBP,4196.03,163.90,4032.13,2023-03-24 09:45:15
294,ORD1294,26,44,20240616,20240629,3,Shipped,Net 30,USD,4954.32,15.54,4938.78,2024-06-16 14:54:28
295,ORD1295,53,9,20230125,20230125,1,Cancelled,Net 60,GBP,4168.82,491.28,3677.54,2023-01-25 10:12:52
296,ORD1296,323,42,20240614,20240628,1,Cancelled,Net 30,EUR,4082.46,10.90,4071.56,2024-06-14 09:12:57
297,ORD1297,464,22,20230329,20230405,1,Cancelled,Net 60,EUR,348.12,321.71,26.41,2023-03-29 14:52:46
298,ORD1298,196,44,20231220,20231225,4,Shipped,Net 30,GBP,1152.11,93.58,1058.53,2023-12-20 12:28:56
299,ORD1299,318,40,20240827,20240903,2,Cancelled,Net 30,USD,2118.76,275.34,1843.42,2024-08-27 08:05:17
300,ORD1300,103,42,20230209,20230215,2,Delivered,Due on Receipt,GBP,3931.39,179.56,3751.83,2023-02-09 16:50:31
301,ORD1301,165,25,20240104,20240104,3,Cancelled,Due on Receipt,USD,1662.50,109.51,1552.99,2024-01-04 12:03:51
302,ORD1302,393,38,20231123,20231124,2,Pending,Net 30,GBP,1314.50,120.58,1193.92,2023-11-23 16:52:50
303,ORD1303,434,25,20231222,20231224,3,Pending,Due on Receipt,GBP,1259.10,159.00,1100.10,2023-12-22 13:58:37
304,ORD1304,181,37,20240121,20240203,2,Shipped,Net 60,EUR,4941.23,440.81,4500.42,2024-01-21 15:34:19
305,ORD1305,47,4,20240324,20240324,2,Shipped,Net 60,GBP,2679.60,0.34,2679.26,2024-03-24 17:12:51
306,ORD1306,91,21,20230214,20230216,1,Delivered,Net 30,USD,2974.38,458.61,2515.77,2023-02-14 09:54:33
307,ORD1307,361,43,20230726,20230731,4,Cancelled,Due on Receipt,USD,1578.65,68.23,1510.42,2023-07-26 10:46:27
308,ORD1308,90,46,20240402,20240412,3,Delivered,Net 30,EUR,2985.86,87.68,2898.18,2024-04-02 12:46:44
309,ORD1309,374,1,20230308,20230310,4,Pending,Net 60,EUR,3051.70,460.52,2591.18,2023-03-08 17:14:40
310,ORD1310,170,48,20240502,20240507,1,Delivered,Net 60,EUR,4913.66,83.94,4829.72,2024-05-02 09:52:45
311,ORD1311,136,14,20230519,20230524,2,Cancelled,Due on Receipt,USD,1357.62,54.02,1303.60,2023-05-19 08:03:24
312,ORD1312,497,11,20251006,20251020,4,Shipped,Net 30,USD,1955.69,273.01,1682.68,2025-10-06 09:53:30
313,ORD1313,38,3,20230211,20230216,3,Cancelled,Net 30,GBP,1379.53,52.36,1327.17,2023-02-11 13:10:56
314,ORD1314,39,36,20241123,20241202,1,Shipped,Due on Receipt,USD,4927.85,446.61,4481.24,2024-11-23 08:27:41
315,ORD1315,81,4,20241109,20241112,1,Delivered,Due on Receipt,USD,4874.55,204.64,4669.91,2024-11-09 16:46:59
316,ORD1316,153,16,20230412,20230418,1,Pending,Net 60,EUR,2901.67,419.93,2481.74,2023-04-12 10:03:23
317,ORD1317,151,43,20240213,20240214,4,Pending,Net 60,USD,226.10,38.63,187.47,2024-02-13 12:05:30
318,ORD1318,242,32,20230706,20230716,3,Cancelled,Net 30,USD,2766.22,92.44,2673.78,2023-07-06 14:23:11
319,ORD1319,226,30,20240408,20240421,3,Delivered,Due on Receipt,USD,1415.95,30.82,1385.13,2024-04-08 18:06:05
320,ORD1320,498,49,20230505,20230518,2,Cancelled,Due on Receipt,EUR,1996.82,261.29,1735.53,2023-05-05 16:43:55
321,ORD1321,244,20,20250319,20250402,1,Shipped,Net 30,USD,4284.31,17.36,4266.95,2025-03-19 17:57:33
322,ORD1322,89,11,20240130,20240201,2,Shipped,Due on Receipt,USD,309.11,24.22,284.89,2024-01-30 18:27:12
323,ORD1323,164,47,20230628,20230704,1,Pending,Due on Receipt,GBP,2826.18,276.03,2550.15,2023-06-28 12:33:29
324,ORD1324,301,34,20230819,20230825,4,Pending,Due on Receipt,EUR,833.25,283.30,549.95,2023-08-19 17:48:06
325,ORD1325,403,19,20250421,20250425,3,Shipped,Net 60,USD,1976.91,242.79,1734.12,2025-04-21 17:30:02
326,ORD1326,74,40,20230321,20230327,4,Cancelled,Net 60,USD,4458.91,165.75,4293.16,2023-03-21 11:03:47
327,ORD1327,11,22,20240928,20241002,3,Shipped,Net 30,USD,4229.95,429.12,3800.83,2024-09-28 18:06:55
328,ORD1328,499,48,20241019,20241023,4,Shipped,Net 60,GBP,3671.12,302.49,3368.63,2024-10-19 09:12:28
329,ORD1329,249,49,20230426,20230504,3,Pending,Net 30,EUR,3978.30,32.81,3945.49,2023-04-26 16:25:08
330,ORD1330,449,13,20240525,20240525,1,Cancelled,Due on Receipt,USD,2336.60,459.02,1877.58,2024-05-25 11:17:23
331,ORD1331,326,8,20240510,20240515,1,Delivered,Net 60,EUR,2495.06,223.05,2272.01,2024-05-10 15:37:35
332,ORD1332,429,17,20240806,20240806,1,Shipped,Due on Receipt,EUR,1994.17,81.45,1912.72,2024-08-06 17:49:13
333,ORD1333,347,14,20250418,20250426,3,Shipped,Due on Receipt,EUR,198.26,154.70,43.56,2025-04-18 18:00:30
334,ORD1334,308,1,20240531,20240609,2,Cancelled,Net 60,USD,4044.92,152.73,3892.19,2024-05-31 18:17:27
335,ORD1335,130,14,20240910,20240920,4,Delivered,Due on Receipt,GBP,2651.13,311.80,2339.33,2024-09-10 17:06:00
336,ORD1336,305,39,20240903,20240913,3,Delivered,Net 60,GBP,629.71,31.92,597.79,2024-09-03 12:40:20
337,ORD1337,365,42,20240121,20240123,3,Cancelled,Due on Receipt,USD,2634.74,120.15,2514.59,2024-01-21 08:51:54
338,ORD1338,349,9,20251015,20251019,1,Shipped,Net 60,GBP,1371.19,209.28,1161.91,2025-10-15 14:47:02
339,ORD1339,366,15,20250104,20250112,4,Shipped,Net 60,EUR,1570.95,84.99,1485.96,2025-01-04 18:56:35
340,ORD1340,242,9,20240110,20240120,3,Delivered,Net 60,USD,4508.00,327.22,4180.78,2024-01-10 11:22:14
341,ORD1341,191,17,20250807,20250820,3,Pending,Net 60,EUR,677.13,26.84,650.29,2025-08-07 18:37:37
342,ORD1342,257,8,20251221,20251225,4,Delivered,Net 60,GBP,2124.23,435.42,1688.81,2025-12-21 10:08:12
343,ORD1343,458,30,20241009,20241022,2,Shipped,Net 60,GBP,3606.78,389.47,3217.31,2024-10-09 15:21:40
344,ORD1344,30,1,20240714,20240717,4,Pending,Net 30,GBP,3829.85,84.30,3745.55,2024-07-14 10:31:50
345,ORD1345,223,41,20250406,20250412,4,Delivered,Net 30,USD,4830.11,191.66,4638.45,2025-04-06 08:34:12
346,ORD1346,388,34,20230206,20230216,2,Delivered,Net 60,EUR,120.21,88.19,32.02,2023-02-06 11:44:56
347,ORD1347,53,25,20231209,20231210,3,Delivered,Net 60,GBP,4136.83,149.10,3987.73,2023-12-09 12:29:46
348,ORD1348,69,22,20250105,20250117,4,Shipped,Due on Receipt,EUR,1023.29,474.04,549.25,2025-01-05 14:01:14
349,ORD1349,109,47,20251030,20251101,1,Delivered,Due on Receipt,GBP,703.49,355.56,347.93,2025-10-30 08:24:56
350,ORD1350,25,39,20230810,20230820,1,Cancelled,Net 30,GBP,4196.99,24.12,4172.87,2023-08-10 09:26:28
351,ORD1351,130,31,20240225,20240307,2,Delivered,Due on Receipt,GBP,3460.13,4.65,3455.48,2024-02-25 14:42:06
352,ORD1352,359,9,20230803,20230811,4,Cancelled,Net 30,GBP,3621.95,58.87,3563.08,2023-08-03 09:50:06
353,ORD1353,103,50,20251207,20251210,3,Cancelled,Net 30,GBP,1853.82,204.88,1648.94,2025-12-07 10:02:35
354,ORD1354,478,31,20240425,20240425,3,Cancelled,Net 30,EUR,162.47,14.46,148.01,2024-04-25 09:53:36
355,ORD1355,400,33,20230727,20230810,1,Pending,Net 30,EUR,1353.87,115.58,1238.29,2023-07-27 12:16:29
356,ORD1356,448,3,20250107,20250119,3,Pending,Net 30,EUR,3416.16,213.00,3203.16,2025-01-07 09:06:54
357,ORD1357,340,42,20241104,20241109,2,Pending,Net 60,USD,4483.19,477.54,4005.65,2024-11-04 12:56:46
358,ORD1358,94,8,20250330,20250406,4,Shipped,Net 30,EUR,1431.98,192.86,1239.12,2025-03-30 15:51:26
359,ORD1359,357,47,20231123,20231124,1,Shipped,Due on Receipt,USD,2138.54,295.38,1843.16,2023-11-23 17:43:28
360,ORD1360,399,23,20230925,20231002,1,Pending,Net 60,GBP,4609.95,56.47,4553.48,2023-09-25 14:28:02
361,ORD1361,161,1,20241123,20241201,2,Shipped,Net 60,USD,2663.21,350.29,2312.92,2024-11-23 09:27:42
362,ORD1362,340,44,20231101,20231114,4,Shipped,Due on Receipt,USD,4149.55,446.03,3703.52,2023-11-01 17:03:00
363,ORD1363,437,32,20230603,20230615,2,Shipped,Due on Receipt,GBP,2509.08,120.45,2388.63,2023-06-03 12:03:32
364,ORD1364,194,26,20230611,20230618,2,Cancelled,Net 60,EUR,2276.53,286.52,1990.01,2023-06-11 09:54:31
365,ORD1365,255,48,20230730,20230805,1,Delivered,Due on Receipt,GBP,2120.46,278.57,1841.89,2023-07-30 08:52:05
366,ORD1366,106,42,20241129,20241204,4,Cancelled,Due on Receipt,GBP,4144.02,408.29,3735.73,2024-11-29 15:21:35
367,ORD1367,187,46,20230822,20230823,4,Delivered,Due on Receipt,GBP,3820.67,110.87,3709.80,2023-08-22 13:22:53
368,ORD1368,192,45,20230404,20230418,1,Shipped,Net 30,EUR,904.36,70.22,834.14,2023-04-04 14:06:16
369,ORD1369,477,26,20250725,20250807,2,Pending,Due on Receipt,GBP,3928.96,358.39,3570.57,2025-07-25 09:48:26
370,ORD1370,302,8,20250725,20250804,4,Pending,Due on Receipt,USD,2987.65,252.10,2735.55,2025-07-25 15:00:33
371,ORD1371,430,38,20251107,20251119,4,Shipped,Net 30,USD,4613.70,88.60,4525.10,2025-11-07 17:11:46
372,ORD1372,337,39,20251029,20251112,3,Delivered,Net 60,USD,1984.85,489.75,1495.10,2025-10-29 11:17:25
373,ORD1373,413,9,20250425,20250504,2,Delivered,Due on Receipt,GBP,3530.07,374.21,3155.86,2025-04-25 12:53:44
374,ORD1374,479,36,20240216,20240219,2,Shipped,Due on Receipt,GBP,3158.42,145.29,3013.13,2024-02-16 13:58:43
375,ORD1375,500,12,20230825,20230906,3,Cancelled,Due on Receipt,GBP,1825.97,240.18,1585.79,2023-08-25 17:42:45
376,ORD1376,458,35,20250515,20250527,3,Pending,Net 30,USD,162.58,17.31,145.27,2025-05-15 14:09:03
377,ORD1377,385,11,20240528,20240530,3,Pending,Net 60,USD,4212.97,345.30,3867.67,2024-05-28 12:13:48
378,ORD1378,53,40,20250307,20250310,2,Pending,Net 60,USD,2603.52,398.42,2205.10,2025-03-07 12:44:42
379,ORD1379,214,44,20230421,20230421,3,Delivered,Due on Receipt,GBP,3743.98,101.54,3642.44,2023-04-21 15:53:14
380,ORD1380,379,39,20240201,20240205,2,Pending,Net 60,EUR,2299.19,491.73,1807.46,2024-02-01 09:11:11
381,ORD1381,220,18,20230924,20230926,3,Shipped,Net 30,EUR,2961.53,127.51,2834.02,2023-09-24 13:29:45
382,ORD1382,476,21,20240908,20240915,1,Delivered,Due on Receipt,EUR,3970.55,275.08,3695.47,2024-09-08 09:50:45
383,ORD1383,490,12,20251031,20251102,1,Shipped,Due on Receipt,USD,2138.06,268.52,1869.54,2025-10-31 09:22:14
384,ORD1384,170,24,20240323,20240404,3,Pending,Net 30,GBP,3129.57,237.43,2892.14,2024-03-23 16:52:48
385,ORD1385,178,29,20240514,20240514,2,Delivered,Net 30,GBP,3444.50,160.47,3284.03,2024-05-14 09:24:16
386,ORD1386,421,50,20251119,20251201,3,Shipped,Net 60,GBP,2592.80,243.40,2349.40,2025-11-19 12:57:41
387,ORD1387,43,7,20251228,20251228,2,Cancelled,Net 30,EUR,3171.97,105.39,3066.58,2025-12-28 18:49:13
388,ORD1388,276,45,20230528,20230608,4,Pending,Net 30,EUR,3461.61,11.88,3449.73,2023-05-28 13:02:05
389,ORD1389,407,17,20240411,20240425,1,Delivered,Net 30,USD,1367.37,194.02,1173.35,2024-04-11 18:25:27
390,ORD1390,345,8,20230510,20230522,1,Pending,Net 60,GBP,3755.16,22.76,3732.40,2023-05-10 09:22:59
391,ORD1391,155,39,20240730,20240811,1,Shipped,Due on Receipt,EUR,4640.79,190.71,4450.08,2024-07-30 18:01:30
392,ORD1392,70,48,20240827,20240906,4,Shipped,Net 30,EUR,805.97,338.64,467.33,2024-08-27 18:23:00
393,ORD1393,3,37,20230624,20230628,4,Shipped,Net 30,EUR,1129.26,370.72,758.54,2023-06-24 13:13:26
394,ORD1394,114,40,20240202,20240203,3,Cancelled,Due on Receipt,GBP,988.65,399.83,588.82,2024-02-02 08:54:48
395,ORD1395,38,19,20240528,20240529,1,Shipped,Net 30,USD,1067.35,290.30,777.05,2024-05-28 13:22:08
396,ORD1396,318,5,20241012,20241019,2,Shipped,Due on Receipt,GBP,2308.17,308.17,2000.00,2024-10-12 12:44:37
397,ORD1397,187,21,20231212,20231212,4,Delivered,Net 30,GBP,1634.75,392.83,1241.92,2023-12-12 18:27:17
398,ORD1398,376,22,20250805,20250812,4,Pending,Net 60,EUR,1857.83,152.74,1705.09,2025-08-05 16:06:11
399,ORD1399,457,35,20240623,20240704,2,Pending,Due on Receipt,GBP,4443.05,38.23,4404.82,2024-06-23 09:57:01
400,ORD1400,208,50,20230317,20230325,2,Shipped,Net 60,USD,1377.02,446.99,930.03,2023-03-17 16:30:41
401,ORD1401,115,50,20231002,20231009,3,Shipped,Due on Receipt,GBP,2555.50,45.28,2510.22,2023-10-02 13:32:00
402,ORD1402,85,49,20250702,20250704,2,Cancelled,Net 60,EUR,977.81,474.36,503.45,2025-07-02 18:55:09
403,ORD1403,113,49,20240419,20240420,4,Delivered,Net 60,USD,1395.35,117.01,1278.34,2024-04-19 18:13:33
404,ORD1404,470,30,20230323,20230402,1,Delivered,Due on Receipt,USD,1687.95,351.87,1336.08,2023-03-23 16:40:53
405,ORD1405,297,35,20250210,20250220,2,Cancelled,Net 30,GBP,1954.74,293.84,1660.90,2025-02-10 09:33:16
406,ORD1406,208,23,20250924,20251006,3,Cancelled,Net 30,EUR,2462.34,302.11,2160.23,2025-09-24 16:56:08
407,ORD1407,40,33,20240309,20240311,3,Cancelled,Net 60,GBP,1015.84,181.11,834.73,2024-03-09 09:42:14
408,ORD1408,59,31,20250908,20250911,4,Pending,Net 30,GBP,2994.88,323.63,2671.25,2025-09-08 14:01:15
409,ORD1409,304,11,20251115,20251115,2,Shipped,Due on Receipt,USD,4464.91,73.43,4391.48,2025-11-15 10:16:59
410,ORD1410,307,37,20240803,20240804,1,Shipped,Net 30,USD,1161.31,303.26,858.05,2024-08-03 15:55:30
411,ORD1411,308,10,20251112,20251116,2,Pending,Net 30,USD,921.84,342.80,579.04,2025-11-12 15:38:37
412,ORD1412,198,9,20230203,20230206,1,Shipped,Due on Receipt,EUR,2661.29,454.67,2206.62,2023-02-03 18:26:52
413,ORD1413,91,31,20251224,20251231,1,Pending,Due on Receipt,GBP,3786.68,46.59,3740.09,2025-12-24 18:08:57
414,ORD1414,221,34,20250128,20250210,4,Cancelled,Net 60,GBP,312.85,165.75,147.10,2025-01-28 11:51:30
415,ORD1415,412,48,20250521,20250523,1,Cancelled,Net 60,EUR,1347.14,382.93,964.21,2025-05-21 09:18:38
416,ORD1416,3,46,20251206,20251207,1,Delivered,Net 60,USD,2646.83,187.51,2459.32,2025-12-06 11:44:51
417,ORD1417,55,10,20240603,20240607,4,Cancelled,Net 30,USD,4289.39,211.78,4077.61,2024-06-03 13:39:17
418,ORD1418,283,36,20240102,20240107,4,Cancelled,Due on Receipt,EUR,2839.56,241.88,2597.68,2024-01-02 12:36:22
419,ORD1419,438,43,20240415,20240422,1,Cancelled,Net 60,GBP,3937.24,474.62,3462.62,2024-04-15 09:13:32
420,ORD1420,315,45,20231126,20231202,1,Cancelled,Due on Receipt,USD,4826.39,2.65,4823.74,2023-11-26 09:52:09
421,ORD1421,46,5,20240330,20240404,3,Delivered,Due on Receipt,GBP,492.19,18.58,473.61,2024-03-30 14:59:25
422,ORD1422,30,50,20251009,20251016,2,Pending,Due on Receipt,GBP,152.48,129.69,22.79,2025-10-09 16:18:12
423,ORD1423,265,45,20231214,20231224,2,Delivered,Net 60,USD,276.70,66.20,210.50,2023-12-14 08:10:05
424,ORD1424,343,26,20240215,20240223,4,Delivered,Net 60,USD,175.30,123.34,51.96,2024-02-15 09:35:18
425,ORD1425,116,39,20250720,20250803,2,Pending,Due on Receipt,EUR,2079.39,2.33,2077.06,2025-07-20 10:26:32
426,ORD1426,258,19,20230828,20230909,3,Delivered,Due on Receipt,USD,2615.10,128.85,2486.25,2023-08-28 16:52:50
427,ORD1427,495,25,20240513,20240525,4,Pending,Net 60,EUR,1764.34,387.80,1376.54,2024-05-13 18:29:57
428,ORD1428,133,5,20240327,20240406,4,Pending,Due on Receipt,USD,3535.76,400.08,3135.68,2024-03-27 14:22:33
429,ORD1429,128,19,20250328,20250407,1,Cancelled,Net 60,USD,3769.06,171.00,3598.06,2025-03-28 16:59:11
430,ORD1430,112,37,20240110,20240121,3,Shipped,Due on Receipt,EUR,3447.23,454.96,2992.27,2024-01-10 15:47:12
431,ORD1431,447,17,20240414,20240417,2,Pending,Net 30,EUR,4191.21,418.17,3773.04,2024-04-14 13:09:49
432,ORD1432,347,43,20230114,20230126,4,Delivered,Net 60,GBP,4299.74,479.00,3820.74,2023-01-14 15:23:39
433,ORD1433,445,18,20240110,20240122,4,Shipped,Net 30,GBP,4588.43,140.13,4448.30,2024-01-10 11:48:36
434,ORD1434,410,28,20230308,20230316,4,Cancelled,Net 60,GBP,1801.72,430.20,1371.52,2023-03-08 10:29:07
